2,4096,8192,12
2,4096,16384,17
2,4096,24576,24
2,4096,32768,25
2,4096,40960,30
2,4096,49152,32
2,4096,57344,35
2,4096,65536,41
2,4096,73728,44
2,4096,81920,47
2,4096,90112,47
2,4096,98304,51
2,4096,106496,56
2,4096,114688,57
2,4096,122880,61
2,4096,131072,64
2,4096,139264,63
2,4096,147456,65
2,4096,155648,70
2,4096,163840,75
2,4096,172032,73
2,4096,180224,74
2,4096,188416,71
2,4096,196608,75
4,4096,8192,12
4,4096,16384,17
4,4096,24576,24
4,4096,32768,25
4,4096,40960,30
4,4096,49152,32
4,4096,57344,35
4,4096,65536,41
4,4096,73728,44
4,4096,81920,47
4,4096,90112,47
4,4096,98304,51
4,4096,106496,56
4,4096,114688,58
4,4096,122880,61
4,4096,131072,64
4,4096,139264,63
4,4096,147456,65
4,4096,155648,70
4,4096,163840,75
4,4096,172032,74
4,4096,180224,78
4,4096,188416,79
4,4096,196608,78
2,4096,8192,12
2,4096,16384,16
2,4096,24576,21
2,4096,32768,25
2,4096,40960,28
2,4096,49152,34
2,4096,57344,36
2,4096,65536,39
2,4096,73728,43
2,4096,81920,45
2,4096,90112,47
2,4096,98304,50
2,4096,106496,57
2,4096,114688,58
2,4096,122880,59
2,4096,131072,63
2,4096,139264,67
2,4096,147456,67
2,4096,155648,70
2,4096,163840,72
2,4096,172032,74
2,4096,180224,79
2,4096,188416,80
2,4096,196608,75
256,4096,8192,13
256,4096,16384,17
256,4096,24576,22
256,4096,32768,25
256,4096,40960,29
256,4096,49152,35
256,4096,57344,36
256,4096,65536,38
256,4096,73728,42
256,4096,81920,44
256,4096,90112,52
256,4096,98304,51
256,4096,106496,56
256,4096,114688,58
256,4096,122880,63
256,4096,131072,69
256,4096,139264,63
256,4096,147456,69
256,4096,155648,71
256,4096,163840,75
256,4096,172032,79
256,4096,180224,78
256,4096,188416,81
256,4096,196608,84
512,4096,8192,13
512,4096,16384,17
512,4096,24576,22
512,4096,32768,25
512,4096,40960,29
512,4096,49152,35
512,4096,57344,36
512,4096,65536,38
512,4096,73728,42
512,4096,81920,46
512,4096,90112,52
512,4096,98304,51
512,4096,106496,56
512,4096,114688,58
512,4096,122880,63
512,4096,131072,69
512,4096,139264,63
512,4096,147456,69
512,4096,155648,74
512,4096,163840,75
