8,256,73728,357
8,256,81920,406
8,256,90112,431
8,256,98304,476
8,256,106496,500
8,256,114688,546
8,256,122880,570
8,256,131072,606
8,256,139264,647
8,256,147456,673
8,256,155648,711
8,256,163840,742
8,256,172032,787
8,256,180224,833
8,256,188416,851
8,256,196608,879
16,256,8192,56
16,256,16384,103
16,256,24576,139
16,256,32768,176
16,256,40960,222
16,256,49152,257
16,256,57344,295
16,256,65536,329
16,256,73728,357
16,256,81920,406
16,256,90112,431
16,256,98304,476
16,256,106496,500
16,256,114688,546
16,256,122880,572
16,256,131072,606
16,256,139264,647
16,256,147456,673
16,256,155648,711
16,256,163840,742
16,256,172032,787
16,256,180224,833
16,256,188416,851
16,256,196608,879
32,256,8192,57
32,256,16384,103
32,256,24576,139
32,256,32768,184
32,256,40960,222
32,256,49152,257
32,256,57344,295
32,256,65536,329
32,256,73728,357
32,256,81920,406
32,256,90112,431
32,256,98304,476
32,256,106496,500
32,256,114688,546
32,256,122880,572
32,256,131072,606
32,256,139264,647
32,256,147456,673
32,256,155648,711
32,256,163840,742
32,256,172032,787
32,256,180224,833
32,256,188416,851
32,256,196608,879
64,256,8192,57
64,256,16384,103
64,256,24576,139
64,256,32768,184
64,256,40960,222
64,256,49152,257
64,256,57344,295
64,256,65536,329
64,256,73728,357
64,256,81920,406
64,256,90112,431
64,256,98304,476
64,256,106496,500
64,256,114688,546
64,256,122880,572
64,256,131072,606
64,256,139264,647
64,256,147456,673
64,256,155648,714
64,256,163840,742
64,256,172032,787
64,256,180224,833
64,256,188416,851
64,256,196608,879
128,256,8192,57
128,256,16384,103
128,256,24576,139
128,256,32768,184
128,256,40960,222
128,256,49152,257
128,256,57344,295
128,256,65536,329
128,256,73728,357
128,256,81920,406
128,256,90112,433
128,256,98304,476
128,256,106496,500
128,256,114688,546
128,256,122880,572
128,256,131072,606
128,256,139264,647
128,256,147456,673
128,256,155648,714
128,256,163840,742
128,256,172032,787
128,256,180224,833
128,256,188416,851
128,256,196608,879
256,256,8192,57
256,256,16384,103
256,256,24576,139
256,256,32768,189
256,256,40960,222
256,256,49152,257
256,256,57344,295
256,256,65536,329
256,256,73728,360
256,256,81920,406
256,256,90112,435
256,256,98304,476
256,256,106496,500
256,256,114688,546
256,256,122880,572
256,256,131072,606
256,256,139264,647
256,256,147456,673
256,256,155648,714
256,256,163840,742
256,256,172032,787
256,256,180224,833
256,256,188416,851
256,256,196608,879
512,256,8192,59
512,256,16384,103
512,256,24576,143
512,256,32768,189
512,256,40960,222
512,256,49152,257
512,256,57344,295
512,256,65536,329
512,256,73728,361
512,256,81920,406
512,256,90112,437
512,256,98304,476
512,256,106496,519
512,256,114688,546
512,256,122880,581
512,256,131072,608
512,256,139264,647
512,256,147456,678
512,256,155648,714
512,256,163840,747
512,256,172032,792
512,256,180224,833
512,256,188416,851
512,256,196608,910
1024,256,8192,59
1024,256,16384,103
1024,256,24576,143
1024,256,32768,189
1024,256,40960,222
1024,256,49152,257
1024,256,57344,295
1024,256,65536,329
1024,256,73728,372
1024,256,81920,406
1024,256,90112,437
1024,256,98304,476
1024,256,106496,519
1024,256,114688,553
1024,256,122880,581
1024,256,131072,608
1024,256,139264,648
1024,256,147456,680
1024,256,155648,716
1024,256,163840,748
1024,256,172032,792
1024,256,180224,833
1024,256,188416,860
1024,256,196608,910
2048,256,8192,59
2048,256,16384,103
2048,256,24576,143
2048,256,32768,189
2048,256,40960,222
2048,256,49152,257
2048,256,57344,295
2048,256,65536,333
2048,256,73728,372
2048,256,81920,410
2048,256,90112,438
2048,256,98304,476
2048,256,106496,519
2048,256,114688,553
2048,256,122880,581
2048,256,131072,622
2048,256,139264,648
2048,256,147456,694
2048,256,155648,721
2048,256,163840,754
2048,256,172032,792
2048,256,180224,833
2048,256,188416,860
2048,256,196608,910
4096,256,8192,59
4096,256,16384,105
4096,256,24576,143
4096,256,32768,189
4096,256,40960,222
4096,256,49152,262
4096,256,57344,297
4096,256,65536,333
4096,256,73728,372
4096,256,81920,410
4096,256,90112,453
4096,256,98304,476
4096,256,106496,521
4096,256,114688,553
4096,256,122880,588
4096,256,131072,622
4096,256,139264,648
4096,256,147456,694
4096,256,155648,726
4096,256,163840,756
4096,256,172032,792
4096,256,180224,833
4096,256,188416,863
4096,256,196608,910
8192,256,8192,64
8192,256,16384,110
8192,256,24576,146
8192,256,32768,189
8192,256,40960,227
8192,256,49152,262
8192,256,57344,299
8192,256,65536,333
8192,256,73728,372
8192,256,81920,412
8192,256,90112,453
8192,256,98304,479
8192,256,106496,521
8192,256,114688,553
8192,256,122880,592
8192,256,131072,622
8192,256,139264,648
8192,256,147456,694
8192,256,155648,726
8192,256,163840,759
8192,256,172032,793
8192,256,180224,833
8192,256,188416,865
8192,256,196608,910
16384,256,8192,64
16384,256,16384,110
16384,256,24576,151
16384,256,32768,189
16384,256,40960,227
16384,256,49152,263
16384,256,57344,302
16384,256,65536,341
16384,256,73728,373
16384,256,81920,412
16384,256,90112,453
16384,256,98304,485
16384,256,106496,521
16384,256,114688,557
16384,256,122880,592
16384,256,131072,628
16384,256,139264,659
16384,256,147456,696
16384,256,155648,730
16384,256,163840,768
16384,256,172032,798
16384,256,180224,833
16384,256,188416,870
16384,256,196608,910
32768,256,8192,65
32768,256,16384,110
32768,256,24576,151
32768,256,32768,189
32768,256,40960,227
32768,256,49152,265
32768,256,57344,302
32768,256,65536,345
32768,256,73728,378
32768,256,81920,413
32768,256,90112,453
32768,256,98304,486
32768,256,106496,521
32768,256,114688,559
32768,256,122880,592
32768,256,131072,639
32768,256,139264,672
32768,256,147456,698
32768,256,155648,732
32768,256,163840,771
32768,256,172032,804
32768,256,180224,841
32768,256,188416,874
32768,256,196608,913
65536,256,8192,65
65536,256,16384,110
65536,256,24576,151
65536,256,32768,189
65536,256,40960,230
65536,256,49152,273
65536,256,57344,303
65536,256,65536,348
65536,256,73728,378
65536,256,81920,415
65536,256,90112,459
65536,256,98304,487
65536,256,106496,523
65536,256,114688,575
65536,256,122880,599
65536,256,131072,639
65536,256,139264,672
65536,256,147456,699
65536,256,155648,750
65536,256,163840,771
65536,256,172032,804
65536,256,180224,841
65536,256,188416,876
65536,256,196608,913
131072,256,8192,65
131072,256,16384,110
131072,256,24576,154
131072,256,32768,193
131072,256,40960,231
131072,256,49152,273
131072,256,57344,311
131072,256,65536,348
131072,256,73728,383
131072,256,81920,416
131072,256,90112,459
131072,256,98304,489
131072,256,106496,534
131072,256,114688,575
131072,256,122880,599
131072,256,131072,639
131072,256,139264,672
131072,256,147456,715
131072,256,155648,750
131072,256,163840,783
131072,256,172032,816
131072,256,180224,841
131072,256,188416,885
131072,256,196608,919
262144,256,8192,65
262144,256,16384,112
262144,256,24576,154
262144,256,32768,193
262144,256,40960,240
262144,256,49152,273
262144,256,57344,311
262144,256,65536,356
262144,256,73728,383
262144,256,81920,425
262144,256,90112,459
262144,256,98304,493
262144,256,106496,534
262144,256,114688,575
262144,256,122880,617
262144,256,131072,639
262144,256,139264,672
262144,256,147456,715
262144,256,155648,750
262144,256,163840,783
262144,256,172032,821
262144,256,180224,848
262144,256,188416,885
262144,256,196608,925
524288,256,8192,69
524288,256,16384,112
524288,256,24576,157
524288,256,32768,193
524288,256,40960,240
524288,256,49152,273
524288,256,57344,311
524288,256,65536,356
524288,256,73728,386
524288,256,81920,425
524288,256,90112,459
524288,256,98304,498
524288,256,106496,534
524288,256,114688,575
524288,256,122880,617
524288,256,131072,647
524288,256,139264,679
524288,256,147456,715
524288,256,155648,750
524288,256,163840,791
524288,256,172032,821
524288,256,180224,852
524288,256,188416,889
524288,256,196608,925
1048576,256,8192,69
1048576,256,16384,112
1048576,256,24576,157
1048576,256,32768,198
1048576,256,40960,240
1048576,256,49152,273
1048576,256,57344,314
1048576,256,65536,356
1048576,256,73728,388
1048576,256,81920,425
1048576,256,90112,460
1048576,256,98304,498
1048576,256,106496,534
1048576,256,114688,575
1048576,256,122880,617
1048576,256,131072,647
1048576,256,139264,684
1048576,256,147456,715
1048576,256,155648,752
1048576,256,163840,791
1048576,256,172032,821
1048576,256,180224,857
1048576,256,188416,891
1048576,256,196608,928
2097152,256,8192,70
2097152,256,16384,114
2097152,256,24576,159
2097152,256,32768,198
2097152,256,40960,240
2097152,256,49152,279
2097152,256,57344,314
2097152,256,65536,356
2097152,256,73728,393
2097152,256,81920,440
2097152,256,90112,461
2097152,256,98304,498
2097152,256,106496,541
2097152,256,114688,575
2097152,256,122880,617
2097152,256,131072,647
2097152,256,139264,684
2097152,256,147456,726
2097152,256,155648,752
2097152,256,163840,791
2097152,256,172032,830
2097152,256,180224,873
2097152,256,188416,902
2097152,256,196608,928
4194304,256,8192,70
4194304,256,16384,116
4194304,256,24576,159
4194304,256,32768,198
4194304,256,40960,240
4194304,256,49152,279
4194304,256,57344,314
4194304,256,65536,358
4194304,256,73728,396
4194304,256,81920,440
4194304,256,90112,466
4194304,256,98304,501
4194304,256,106496,541
4194304,256,114688,581
4194304,256,122880,617
4194304,256,131072,647
4194304,256,139264,684
4194304,256,147456,726
4194304,256,155648,760
4194304,256,163840,795
4194304,256,172032,831
4194304,256,180224,873
4194304,256,188416,908
4194304,256,196608,933
8388608,256,8192,70
8388608,256,16384,118
8388608,256,24576,159
8388608,256,32768,198
8388608,256,40960,240
8388608,256,49152,279
8388608,256,57344,318
8388608,256,65536,358
8388608,256,73728,396
8388608,256,81920,440
8388608,256,90112,466
8388608,256,98304,513
8388608,256,106496,541
8388608,256,114688,581
8388608,256,122880,625
8388608,256,131072,664
8388608,256,139264,692
8388608,256,147456,734
8388608,256,155648,760
8388608,256,163840,804
8388608,256,172032,838
8388608,256,180224,873
8388608,256,188416,912
8388608,256,196608,933
